"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
1120,Licenciatura,Ciencias Naturales,Universidad de Sonsonate,"2014",1
6489,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2019",1
6541,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2010",1
6576,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2014",1
4790,Licenciatura,Artes Plásticas,Universidad de El Salvador,"2011",1
6566,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2009",1
1606,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional San Vicente,"2020",1
6572,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2021",1
6581,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2012",1
6582,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"29/07/2014",1
6584,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2007",1
6589,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2019",1
4975,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",1
5616,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",1
387,Profesorado,Lenguaje y Literatura,Universidad Capitán General Gerardo Barrios,"2017",1
6602,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2012",1
6599,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2005",1
1326,Profesorado,Computación,Universidad Don Bosco,"2014",1
6603,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2020",1
6611,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2021",1
4496,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2017",1
6614,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2010",1
1210,Licenciatura,Idioma Inglés,Universidad de Oriente,"2017",1
2314,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",1
6617,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2012",1
6615,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2018",1
1171,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",1
6621,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",1
4675,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2007",1
5283,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2021",1
1298,Licenciatura,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2019",1
6630,Profesorado,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2002",1
4706,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2018",1
6633,Profesorado,Matemática,Universidad de Oriente,"2016",1
3247,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2014",1
5725,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
6642,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2018",1
686,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2012",1
6647,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"1999",1
6652,Profesorado,Educación Física,Universidad de Oriente,"2020",1
6640,Licenciatura,Ciencias de la Educación,Universidad de Sonsonate,"2016",1
4729,Profesorado,Educación Básica para I y II Ciclos,Universidad Capitán General Gerardo Barrios,"2016",1
6672,Profesorado,Educación Parvularia,Universidad de El Salvador,"2001",1
6684,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2010",1
2951,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2016",1
4771,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2014",1
5638,Licenciatura,Educación Física,Universidad de El Salvador,"2019",1
6387,Profesorado,Ciencias Comerciales,Universidad Pedagógica de El Salvador,"2010",1
6671,Licenciatura,Educación Física,Universidad de El Salvador,"2018",1
6332,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2014",1
2317,Profesorado,Matemática,Universidad de Oriente,"2016",1
6677,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2017",1
6690,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2015",1
6034,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2014",1
6719,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",1
6703,Licenciatura,Ciencias Sociales,Universidad Capitán General Gerardo Barrios - regional Usulután,"2004",1
6712,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",1
6715,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2018",1
4807,Licenciatura,Ciencias Sociales,Universidad de El Salvador,"2013",1
5981,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2008",1
843,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador,"2010",1
6680,Licenciatura,Idioma Inglés,Universidad Francisco Gavidia,"2019",1
4995,Profesorado,Educación Inicial y Parvularia,Universidad de Oriente,"2019",1
877,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2018",1
5515,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2016",1
2005,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2018",1
3492,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2020",1
5961,Licenciatura,Ciencias de la Educación,Universidad de Sonsonate,"2018",1
6685,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2018",1
6686,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2015",1
6665,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2019",1
6740,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2011",1
6682,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
3895,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2011",1
6711,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2008",1
6731,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2021",1
4470,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2017",1
6748,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",1
6088,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",1
557,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",1
6752,Licenciatura,Mercadeo,Universidad Tecnológica de El Salvador,"2008",1
6755,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2009",1
5812,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2013",1
6550,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
6750,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2019",1
5294,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional San Vicente,"2012",1
6768,Profesorado,Educación Física y Deportes,Instituto Especializado de Educación Superior El Espíritu Santo,"2018",1
5069,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",1
6763,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2009",1
6749,Profesorado,Educación Parvularia,Universidad de El Salvador,"2003",1
5939,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2013",1
6764,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2011",1
6770,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2019",1
4927,Profesorado,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2003",1
6739,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2018",1
6772,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2008",1
297,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2007",1
6771,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
6741,Profesorado,Educación Básica para I y II Ciclos,Universidad Don Bosco,"2008",1
5172,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2017",1
6775,Profesorado,Educación Inicial y Parvularia,Universidad de Oriente,"2020",1
2277,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2016",1
6777,Profesorado,Educación Especial,Universidad Autónoma de Santa Ana,"2003",1
6230,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2012",1
4813,Licenciatura,Ciencias de la Educación,Universidad de El Salvador - San Miguel,"2008",1
2729,Licenciatura,Educación Parvularia,Universidad Católica de El Salvador,"2017",1
6811,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",1
6806,Licenciatura,Matemática,Universidad de Sonsonate,"2019",1
3227,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2008",1
6807,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2015",1
6354,Profesorado,Educación Parvularia,Universidad de El Salvador,"2006",1
6729,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
6828,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2019",1
3133,Licenciatura,Ciencias Sociales,Universidad de Sonsonate,"2011",1
6833,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2011",1
5293,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
6779,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",1
6839,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2015",1
6810,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2014",1
6831,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2015",1
6745,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2021",1
6843,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2020",1
2006,Licenciatura,Ciencias de la Educación,Universidad de El Salvador - San Miguel,"2018",1
4985,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2,018",1
3156,Licenciatura,Matemática,Universidad de El Salvador - San Miguel,"2013",1
5904,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2018",1
6793,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",1
6530,Profesorado,Educación Parvularia,Universidad Francisco Gavidia,"1999",1
6845,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2020",1
6858,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",1
4902,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",1
6854,Licenciatura,Psicología,Universidad Capitán General Gerardo Barrios,"2002",1
5512,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2011",1
6847,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"25 de marzo de 2020",1
1896,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2021",1
6863,Profesorado,Química,Universidad de El Salvador,"2021",1
6856,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2010",1
1863,Licenciatura,Administración de Empresas,Universidad de El Salvador,"2004",1
6616,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2008",1
6860,Licenciatura,Educación Parvularia,Universidad Luterana Salvadoreña,"2015",1
3810,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2007",1
6873,Profesorado,Gestión de Turismo Alternativo,Universidad Monseñor Óscar Arnulfo Romero,"2016",1
6874,Licenciatura,Humanidades,Universidad Doctor Andrés Bello - regional Sonsonate,"2011",1
6880,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2021",1
6840,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2017",1
6851,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2016",1
1355,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2008",1
652,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2018",1
6888,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2021",1
4034,Licenciatura,Ciencias Sociales,Universidad Capitán General Gerardo Barrios - regional Usulután,"2009",1
3346,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2010",1
6518,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2019",1
6896,Licenciatura,Ciencias Sociales,Universidad Modular Abierta - regional Sonsonate,"2013",1
6891,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"06/11/06",1
1744,Profesorado,Matemática para III Ciclo de Educación Básica,Universidad Pedagógica de El Salvador,"2015",1
1235,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2015",1
6904,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2011",1
6899,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador - San Miguel,"2016",1
6908,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2018",1
3214,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2017",1
3498,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"26/10/2009",1
6915,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador - Ilobasco,"2018",1
3430,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador - San Miguel,"2021",1
6151,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador- Santa Ana,"2019",1
3625,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2019.",1
6925,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2017",1
6939,Maestría,Ciencias de la Educación,Universidad Católica de El Salvador,"2014",1
6937,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2013",1
6852,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2011",1
6244,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2011",1
6211,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2014",1
6814,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"1995",1
6940,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2013",1
1564,Profesorado,Computación,Universidad Pedagógica de El Salvador,"2012",1
6962,Licenciatura,Matemática,Universidad de El Salvador,"2015",1
6959,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2011",1
6957,Profesorado,Idioma Inglés,Universidad de Oriente,"2019",1
4103,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2019",1
6004,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2013",1
6156,Profesorado,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2015",1
