"ID_SECUENCIAL","COD_INFRA","NOMBRE_CENTRO_EDUCATIVO","Departamento","Municipio","Nivel_Educativo","Turno","Especialidad"
602,10821,Escuela de Educación Especial de ChaLatenango,Chalatenango,Chalatenango,Básica,Matutino,Educación Especial
603,10821,Escuela de Educación Especial de ChaLatenango,Chalatenango,Chalatenango,Básica,Matutino,Lic. En Psicología
604,10824,Centro Escolar Schafik Jorge Hándal Hándal,Chalatenango,Chalatenango,Básica,Matutino,Computación
605,10824,Centro Escolar Schafik Jorge Hándal Hándal,Chalatenango,Chalatenango,Básica,Matutino,Inglés
606,86220,Centro Escolar Caserío Guancora Cantón Guarjila,Chalatenango,Chalatenango,Básica,Matutino,Educación Básica I y II Ciclos
607,10773,Centro Escolar Doctor Salvador Mendieta,Chalatenango,Citalá,Básica,Matutino,Educación Musical
608,60225,Centro Escolar Caserío Palos Bonitos Cantón Lagunetas,Chalatenango,Citalá,Básica,Matutino,Educación Básica I y II Ciclos
609,66010,Centro Escolar Cantón San Ramón,Chalatenango,Citalá,Básica,Vespertino,Lenguaje Y Literatura 
610,66011,Centro Escolar Cantón Talquezalar,Chalatenango,Citalá,Básica,Matutino,Educación Básica I y II Ciclos
611,66011,Centro Escolar Cantón Talquezalar,Chalatenango,Citalá,Básica,Matutino,Educación Básica I y II Ciclos
612,10778,Centro Escolar General Manuel José Arce,Chalatenango,Comalapa,Básica,Vespertino,Inglés
613,10780,Centro Escolar Cantón El Morro,Chalatenango,Comalapa,Básica,Vespertino,Inglés
614,10781,Centro Escolar Cantón Guachipilín,Chalatenango,Comalapa,Básica,Vespertino,Matemática
615,10783,Centro Escolar Cantón Candelaria,Chalatenango,Comalapa,Básica,Matutino,Educación Básica
616,10784,Escuela de Educación Parvularia de Comalapa,Chalatenango,Comalapa,Parvularia,Matutino,Educación Parvularia
617,10785,Centro Escolar Caserío Pepetón Cantón Guachipilín,Chalatenango,Comalapa,Básica,Matutino,"Prof. en Matemática Tercer Ciclo, Educación Básica y Media"
618,10794,Centro Escolar Concepción Quezaltepeque,Chalatenango,Concepción Quezaltepeque,Básica,Vespertino,Matemática
619,66019,Centro Escolar Caserío La Montañona Cantón El Llano,Chalatenango,Concepción Quezaltepeque,Básica,Matutino,Educación Básica I y II Ciclos
620,10831,Centro Escolar Cantón Cuevitas,Chalatenango,Dulce Nombre De María,Básica,Matutino,Educación Básica I y II Ciclos
621,10831,Centro Escolar Cantón Cuevitas,Chalatenango,Dulce Nombre De María,Básica,Matutino,Educación Básica I y II Ciclos
622,66023,Centro Escolar Cantón El Común,Chalatenango,Dulce Nombre De María,Parvularia,Matutino,Educación Parvularia
623,66023,Centro Escolar Cantón El Común,Chalatenango,Dulce Nombre De María,Básica,Matutino,Educación Básica I y II Ciclos
624,66025,Centro Escolar Caserío El Manzano Cantón El Ocotal,Chalatenango,Dulce Nombre De María,Básica,Matutino,Educación Básica I y II Ciclos
625,66025,Centro Escolar Caserío El Manzano Cantón El Ocotal,Chalatenango,Dulce Nombre De María,Básica,Matutino,Educación Básica I y II Ciclos
626,10835,Centro Escolar El Carrizal,Chalatenango,El Carrizal,Básica,Matutino,Educación Básica I y II Ciclos
627,10836,Complejo Educativo Cantón Vainillas,Chalatenango,El Carrizal,Media,Matutino,Matemática
628,10837,Centro Escolar Cantón Petapas,Chalatenango,El Carrizal,Básica,Matutino,Inglés
629,10837,Centro Escolar Cantón Petapas,Chalatenango,El Carrizal,Básica,Matutino,Ciencias Naturales
630,60043,Centro Escolar Caserío El Camalote Cantón Vainillas,Chalatenango,El Carrizal,Media,Matutino,Educación Básica I y II Ciclos
631,10840,Centro Escolar Cantón El Tablón,Chalatenango,El Paraíso,Básica,Matutino,Matemática
632,10845,Centro Escolar Caserío Calle Nueva Cantón Santa Bárbara,Chalatenango,El Paraíso,Básica,Matutino,Educación Básica I y II Ciclos
633,10855,Centro EscoLar La Laguna,Chalatenango,La Laguna,Básica,Matutino,Ciencias Sociales
634,10855,Centro EscoLar La Laguna,Chalatenango,La Laguna,Básica,Matutino,Inglés
635,10856,Centro Escolar Cantón Los Prados,Chalatenango,La Laguna,Básica,Matutino,Educación Básica I y II Ciclos
636,10856,Centro Escolar Cantón Los Prados,Chalatenango,La Laguna,Parvularia,Matutino,Educación Parvularia
637,14795,Instituto Nacional de La Laguna,Chalatenango,La Laguna,Media,Matutino,Ciencias Comerciales
638,14795,Instituto Nacional de La Laguna,Chalatenango,La Laguna,Media,Matutino,Prof. en Ciencias Naturales Para Tercer Ciclo de Educación Básica y Media
639,66032,Centro Escolar Cantón Las Pacayas,Chalatenango,La Laguna,Básica,Matutino,Ciencias Sociales
640,66032,Centro Escolar Cantón Las Pacayas,Chalatenango,La Laguna,Básica,Matutino,Inglés
641,66033,Centro Escolar Cantón La Cuchilla,Chalatenango,La Laguna,Básica,Matutino,Educación Básica I y II Ciclos
642,10864,Instituto Nacional de La Palma,Chalatenango,La Palma,Media,Matutino,Gestión De Turismo Alternativo
643,10865,Centro Escolar 22 de Junio,Chalatenango,La Palma,Básica,Vespertino,Inglés
644,10865,Centro Escolar 22 de Junio,Chalatenango,La Palma,Básica,Vespertino,Ciencias Naturales
645,66034,Centro Escolar Caserío Bella Vista Cantón El Aguacatal,Chalatenango,La Palma,Básica,Matutino,Educación Básica I y II Ciclos
646,66041,Centro Escolar Caserío Yoroconte Cantón Las Granadillas,Chalatenango,La Palma,Básica,Matutino,Educación Básica I y II Ciclos
647,66043,Complejo Educativo Cantón Los Planes,Chalatenango,La Palma,Básica,Matutino,Educación Básica I y II Ciclos
648,66043,Complejo Educativo Cantón Los Planes,Chalatenango,La Palma,Básica,Matutino,Lenguaje Y Literatura
649,66043,Complejo Educativo Cantón Los Planes,Chalatenango,La Palma,Básica,Vespertino,Matemática
650,66043,Complejo Educativo Cantón Los Planes,Chalatenango,La Palma,Básica,Vespertino,Inglés
651,66044,Centro Escolar Caserío Los Chagüites Cantón Los PLanes,Chalatenango,La Palma,Básica,Matutino,Educación Básica I y II Ciclos
652,66049,Centro Escolar Caserío La Cumbre Cantón San José Sacare,Chalatenango,La Palma,Básica,Matutino,Matemática
653,66051,Centro Escolar Cantón Los Horcones,Chalatenango,La Palma,Básica,Matutino,Matemática
654,10883,Instituto Nacional de La Reina,Chalatenango,La Reina,Media,Matutino,Ciencias Naturales
655,10884,Centro Escolar Julio Enrique Ávila,Chalatenango,La Reina,Básica,Matutino,Educación Musical
656,10884,Centro Escolar Julio Enrique Ávila,Chalatenango,La Reina,Básica,Matutino,Educación Física Y Deportes
657,10886,Centro Escolar Cantón El Jardín,Chalatenango,La Reina,Básica,Matutino,"Prof. en Matemática Tercer Ciclo, Educación Básica y Media"
658,10886,Centro Escolar Cantón El Jardín,Chalatenango,La Reina,Básica,Matutino,Educación Musical
659,10886,Centro Escolar Cantón El Jardín,Chalatenango,La Reina,Básica,Matutino,Computación
660,10887,Centro Escolar Cantón El Tigre,Chalatenango,La Reina,Básica,Matutino,Educación Básica I y II Ciclos
661,10887,Centro Escolar Cantón El Tigre,Chalatenango,La Reina,Básica,Vespertino,Matemática
662,66066,Centro Escolar Cantón Talchaluya,Chalatenango,La Reina,Básica,Matutino,Educación Básica
663,66074,Centro Escolar Cantón El Barrancón,Chalatenango,La Reina,Básica,Matutino,Educación Básica
664,66074,Centro Escolar Cantón El Barrancón,Chalatenango,La Reina,Parvularia,Matutino,Educación Parvularia
665,86227,Complejo Educativo Las Vueltas,Chalatenango,Las Vueltas,Básica,Matutino,Educación Física Y Deportes
666,86321,Centro Escolar Caserío El Amatillo Cantón San José de la Montaña,Chalatenango,Las Vueltas,Básica,Matutino,Educación Básica I y II Ciclos
667,86500,Centro Escolar Cantón Los Naranjos,Chalatenango,Las Vueltas,Básica,Matutino,Educación Básica I y II Ciclos
668,86500,Centro Escolar Cantón Los Naranjos,Chalatenango,Las Vueltas,Parvularia,Matutino,Educación Parvularia
669,10889,Centro Escolar San José Potrerillos,Chalatenango,Nombre De Jesus,Básica,Vespertino,Matemática
670,66082,Centro Escolar Cantón El Junquillo,Chalatenango,Nombre De Jesus,Básica,Matutino,Matemática
671,10893,Centro Escolar Caserío La Cruz Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Vespertino,Inglés
672,10893,Centro Escolar Caserío La Cruz Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Vespertino,Computación
673,10893,Centro Escolar Caserío La Cruz Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Vespertino,Matemática
674,10896,Centro Escolar Caserío Las Brisas Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
675,10900,Instituto Nacional de Nueva Concepción,Chalatenango,Nueva Concepción,Media,Matutino,Prof. Educación Media Técnica Especialidad Ingeniería de Software
676,10900,Instituto Nacional de Nueva Concepción,Chalatenango,Nueva Concepción,Media,Matutino,Computación
677,10901,Centro Escolar Colonia Las Brisas,Chalatenango,Nueva Concepción,Básica,Matutino,Matemática
678,10906,Centro Escolar Caserío Tepeagua Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
679,10913,Centro Escolar Caserío La Esperanza Cantón Potrero Sula,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
680,10915,Centro Escolar Barrio El Centro,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
681,10915,Centro Escolar Barrio El Centro,Chalatenango,Nueva Concepción,Básica,Matutino,Ciencias Naturales  
682,10915,Centro Escolar Barrio El Centro,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
683,10915,Centro Escolar Barrio El Centro,Chalatenango,Nueva Concepción,Básica,Matutino,Matemática
684,10915,Centro Escolar Barrio El Centro,Chalatenango,Nueva Concepción,Básica,Vespertino,Educación Física Y Deportes
685,10916,Centro Escolar Miguel Elías Guillén,Chalatenango,Nueva Concepción,Básica,Matutino,Psicología
686,10917,Centro Escolar Cantón Los Chilamates,Chalatenango,Nueva Concepción,Básica,Matutino,Inglés
687,10918,Complejo Educativo Eben-ezer Cantón Potrero Sula,Chalatenango,Nueva Concepción,Media,Matutino,"Prof. en Matemática Tercer Ciclo, Educación Básica y Media"
688,10918,Complejo Educativo Eben-ezer Cantón Potrero Sula,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
689,10919,Centro Escolar Cantón Laguna Seca,Chalatenango,Nueva Concepción,Básica,Vespertino,Matemática
690,10924,Centro Escolar Caserío Las Trancas Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Matutino,Ciencias Naturales
691,10924,Centro Escolar Caserío Las Trancas Cantón Santa Rosa,Chalatenango,Nueva Concepción,Básica,Vespertino,Educación Básica I y II Ciclos
692,10925,Complejo Educativo Cantón Arracaos,Chalatenango,Nueva Concepción,Parvularia,Vespertino,Educación Parvularia
693,10925,Complejo Educativo Cantón Arracaos,Chalatenango,Nueva Concepción,Básica,Vespertino,Matemática
694,10925,Complejo Educativo Cantón Arracaos,Chalatenango,Nueva Concepción,Básica,Vespertino,Inglés
695,10925,Complejo Educativo Cantón Arracaos,Chalatenango,Nueva Concepción,Básica,Vespertino,Ciencias Naturales  
696,60226,Centro Escolar Caserío La Torerona Cantón Laguna Seca,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
697,66087,Centro Escolar Cantón Santa Rita Cimarrón,Chalatenango,Nueva Concepción,Parvularia,Matutino,Educación Parvularia
698,66087,Centro Escolar Cantón Santa Rita Cimarrón,Chalatenango,Nueva Concepción,Básica,Vespertino,"Prof. en Matemática Tercer Ciclo, Educación Básica y Media"
699,66088,Centro Escolar Caserío El Aguacatillo,Chalatenango,Nueva Concepción,Básica,Vespertino,Educación Básica I y II Ciclos
700,66090,Centro Escolar Caserío Rancho Luna Cantón Chilamates,Chalatenango,Nueva Concepción,Parvularia,Matutino,Educación Parvularia
701,66095,Centro Escolar Caserío El Sauce Cantón Laguna Seca,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
702,66096,Centro Escolar Cantón Las Tablas,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
703,66107,Centro Escolar Caserío Los Planes Cantón El Zapote,Chalatenango,Nueva Concepción,Parvularia,Matutino,Educación Parvularia
704,66108,Centro Escolar Cantón Pañanalapa,Chalatenango,Nueva Concepción,Básica,Matutino,Educación Básica I y II Ciclos
705,66108,Centro Escolar Cantón Pañanalapa,Chalatenango,Nueva Concepción,Básica,Vespertino,Matemática
706,66108,Centro Escolar Cantón Pañanalapa,Chalatenango,Nueva Concepción,Básica,Vespertino,Educación Básica I y II Ciclos
707,86223,Complejo Educativo Nueva Trinidad,Chalatenango,Nueva Trinidad,Media,Matutino,Inglés
708,86224,Centro Escolar Caserío Los Pozos Cantón Jaguataya,Chalatenango,Nueva Trinidad,Básica,Vespertino,Matemática
709,10928,Complejo Educativo Ojos de Agua,Chalatenango,Ojos De Agua,Básica,Vespertino,Educación Básica I y II Ciclos
710,10930,Centro Escolar Cantón El Portillo,Chalatenango,Ojos De Agua,Básica,Vespertino,Educación Básica I y II Ciclos
711,10932,Centro Escolar de Potonico,Chalatenango,Potonico,Básica,Matutino,Matemática
712,14794,Instituto Nacional de Potonico,Chalatenango,Potonico,Media,Matutino,Matemática
713,66116,Centro Escolar Caserío El Zacate Cantón Copalio,Chalatenango,San Antonio De La Cruz,Básica,Matutino,Matemática
714,66118,Complejo Educativo Cantón San Benito,Chalatenango,San Antonio De La Cruz,Básica,Matutino,Educación Física Y Deportes
715,86249,Centro Escolar San Antonio Los Ranchos,Chalatenango,San Antonio Los Ranchos,Básica,Matutino,Matemática
716,66121,Complejo Educativo Cantón San Juan de la Cruz,Chalatenango,San Fernando,Básica,Matutino,Matemática
717,66121,Complejo Educativo Cantón San Juan de la Cruz,Chalatenango,San Fernando,Básica,Matutino,Lenguaje Y Literatura 
718,66121,Complejo Educativo Cantón San Juan de la Cruz,Chalatenango,San Fernando,Media,Vespertino,Inglés
719,66121,Complejo Educativo Cantón San Juan de la Cruz,Chalatenango,San Fernando,Básica,Vespertino,Educación Básica I y II Ciclos
720,66123,Centro Escolar Cantón Valle de Jesús,Chalatenango,San Fernando,Básica,Vespertino,Matemática
721,66123,Centro Escolar Cantón Valle de Jesús,Chalatenango,San Fernando,Básica,Vespertino,Educación Básica I y II Ciclos
722,66124,Centro Escolar Cantón Los Llanitos,Chalatenango,San Fernando,Parvularia,Matutino,Educación Parvularia
723,10936,Centro Escolar Abel de Jesús Alas,Chalatenango,San Francisco Lempa,Básica,Matutino,Inglés
724,10939,Centro Escolar Alfredo Espino,Chalatenango,San Francisco Morazan,Básica,Matutino,Estudios Sociales
725,10939,Centro Escolar Alfredo Espino,Chalatenango,San Francisco Morazan,Básica,Matutino,Matemática
726,10940,Centro Escolar Cantón Sumpul Chacones,Chalatenango,San Francisco Morazan,Básica,Vespertino,Ciencias Naturales
727,10939,Centro Escolar Alfredo Espino,Chalatenango,San Francisco Morazán,Parvularia,Matutino,Educación Inicial
728,10940,Centro Escolar Cantón Sumpul Chacones,Chalatenango,San Francisco Morazán,Básica,Vespertino,"Prof. en Matemática Tercer Ciclo, Educación Básica y Media"
729,66125,Centro Escolar Cantón Los Naranjos,Chalatenango,San Francisco Morazán,Básica,Matutino,Inglés
730,66125,Centro Escolar Cantón Los Naranjos,Chalatenango,San Francisco Morazán,Básica,Vespertino,Matemática
731,66155,Centro Escolar Caserío Las Toreras,Chalatenango,San Francisco Morazán,Básica,Matutino,Educación Básica I y II Ciclos
732,10088,Instituto Nacional Cantón Las Pilas,Chalatenango,San Ignacio,Media,Matutino,Ciencias Económicas
733,10088,Instituto Nacional Cantón Las Pilas,Chalatenango,San Ignacio,Media,Matutino,Lic. En Biología
734,10942,Centro Escolar Cantón Las Pilas,Chalatenango,San Ignacio,Básica,Matutino,Matemática
735,10942,Centro Escolar Cantón Las Pilas,Chalatenango,San Ignacio,Parvularia,Vespertino,Educación Inicial
736,10948,Instituto Nacional de San Ignacio,Chalatenango,San Ignacio,Media,Matutino,Estudios Sociales
737,10950,Centro Escolar Cantón El Rosario,Chalatenango,San Ignacio,Básica,Matutino,Inglés
738,66129,"Centro Escolar Caserío El  Chaguiton, Cantón El Carmen",Chalatenango,San Ignacio,Básica,Matutino,Educación Básica I y II Ciclos
739,66135,Centro Escolar Cantón Río Chiquito,Chalatenango,San Ignacio,Parvularia,Matutino,Educación Inicial 
740,66135,Centro Escolar Cantón Río Chiquito,Chalatenango,San Ignacio,Básica,Vespertino,Matemática
741,66135,Centro Escolar Cantón Río Chiquito,Chalatenango,San Ignacio,Básica,Vespertino,Lenguaje Y Literatura 
742,86164,Centro Escolar Caserío Río Abajo,Chalatenango,San Ignacio,Básica,Matutino,Educación Básica
743,10952,Complejo Educativo San José Cancasque,Chalatenango,San José Cancasque,Media,Matutino,Inglés
744,10952,Complejo Educativo San José Cancasque,Chalatenango,San José Cancasque,Parvularia,Matutino,Educación Parvularia
745,10952,Complejo Educativo San José Cancasque,Chalatenango,San José Cancasque,Básica,Matutino,Educación Básica I y II Ciclos
746,10955,Centro Escolar Cantón Concepción,Chalatenango,San José Cancasque,Básica,Matutino,Educación Básica I y II Ciclos
747,60239,Centro Escolar Cantón Llano Verde,Chalatenango,San José Las Flores,Básica,Matutino,Educación Básica I y II Ciclos
748,14807,Escuela de Educación Parvularia Profesora Concepción Amanda Ramírez viuda de Melgar,Chalatenango,San Miguel De Mercedes,Parvularia,Matutino,Educación Parvularia
749,66138,Centro Escolar Caserío El Pino Cantón Piedras Gordas,Chalatenango,San Miguel De Mercedes,Básica,Matutino,Matemática
750,10970,Centro Escolar Salarrué,Chalatenango,San Rafael,Básica,Matutino,Educación Física Y Deportes
751,10973,Centro Escolar Santa Rita,Chalatenango,Santa Rita,Básica,Matutino,Educación Musical
752,10974,Centro Escolar Monseñor Modesto López Portillo,Chalatenango,Santa Rita,Básica,Matutino,Inglés
753,10975,Centro Escolar Cantón Tasajera,Chalatenango,Santa Rita,Básica,Matutino,Educación Básica I y II Ciclos
754,66141,Centro Escolar Caserío El Tronconal Cantón Piedras Gordas,Chalatenango,Santa Rita,Básica,Vespertino,Matemática
755,10982,Centro Escolar Cantón El Carrizal,Chalatenango,Tejutla,Básica,Matutino,Educación Básica I y II Ciclos
756,10988,Centro Escolar Cantón Aguaje Escondido,Chalatenango,Tejutla,Básica,Vespertino,Computación
757,10990,Instituto Nacional República de Italia,Chalatenango,Tejutla,Media,Matutino,Inglés
758,10994,Centro Escolar Ponciana Ramírez,Chalatenango,Tejutla,Básica,Matutino,Matematica
759,10994,Centro Escolar Ponciana Ramírez,Chalatenango,Tejutla,Básica,Matutino,Ciencias Naturales
760,10994,Centro Escolar Ponciana Ramírez,Chalatenango,Tejutla,Básica,Matutino,Educación Básica
761,10994,Centro Escolar Ponciana Ramírez,Chalatenango,Tejutla,Básica,Vespertino,Lenguaje Y Literatura
762,10996,Centro Escolar Cantón Quitasol,Chalatenango,Tejutla,Básica,Matutino,Inglés
763,10997,Centro Escolar Presbítero Gabriel Rodríguez Landaverde,Chalatenango,Tejutla,Básica,Matutino,Matemática
764,10997,Centro Escolar Presbítero Gabriel Rodríguez Landaverde,Chalatenango,Tejutla,Básica,Matutino,Profesor De Educación Artística
765,66144,Centro Escolar Caserío El Coyolito Cantón Quitasol,Chalatenango,Tejutla,Básica,Matutino,Matemática
766,66145,Centro Escolar Caserío Los Hernández,Chalatenango,Tejutla,Básica,Matutino,Educación Básica
767,68203,Centro Escolar Comunidad El Milagro Finca El Porvenir,La Libertad,Antiguo Cuscatlán,Básica,Matutino,Educación Básica I y II Ciclos
768,11002,Centro Escolar Margarita de Cristiani,La Libertad,Ciudad Arce,Básica,Matutino,Lenguaje Y Literatura
769,11004,Centro Escolar Caserío El Cafetalito Cantón Santa Rosa,La Libertad,Ciudad Arce,Básica,Matutino,Inglés
770,11010,Complejo Educativo René Toruño Steiner,La Libertad,Ciudad Arce,Media,Vespertino,Ciencias Naturales
771,11010,Complejo Educativo René Toruño Steiner,La Libertad,Ciudad Arce,Básica,Matutino,Educación Artística
772,11011,Centro Escolar Ignacio Ellacuría,La Libertad,Ciudad Arce,Básica,Vespertino,Educación Básica I y II Ciclos
773,11011,Centro Escolar Ignacio Ellacuría,La Libertad,Ciudad Arce,Básica,Matutino,Matemática
774,11018,Centro Escolar de Ciudad Arce,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica I y II Ciclos
775,11018,Centro Escolar de Ciudad Arce,La Libertad,Ciudad Arce,Parvularia,Matutino,Educación Parvularia
776,11019,Centro Escolar San Francisco,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica I y II Ciclos
777,60118,Centro Escolar Caserío Los Laureles Cantón Zapotitán,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica I y II Ciclos
778,60122,Centro Escolar Cantón Santa Lucía,La Libertad,Ciudad Arce,Parvularia,Matutino,Educación Parvularia
779,68006,Centro Escolar Caserío Lotificación San Carlos Cantón La Joyita,La Libertad,Ciudad Arce,Básica,Vespertino,Matemática
780,68012,Centro Escolar Cantón Loma de Andalucía,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica
781,68012,Centro Escolar Cantón Loma de Andalucía,La Libertad,Ciudad Arce,Básica,Matutino,Inglés
782,86410,Complejo Educativo José Antonio Escobar Guillén,La Libertad,Ciudad Arce,Básica,Vespertino,Educación Básica I y II Ciclos
783,86410,Complejo Educativo José Antonio Escobar Guillén,La Libertad,Ciudad Arce,Básica,Matutino,Matemática
784,86410,Complejo Educativo José Antonio Escobar Guillén,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica I y II Ciclos
785,86410,Complejo Educativo José Antonio Escobar Guillén,La Libertad,Ciudad Arce,Básica,Matutino,Educación Básica I y II Ciclos
786,10050,Centro Escolar Nuevo Lourdes,La Libertad,Colón,Básica,Matutino,Inglés
787,10050,Centro Escolar Nuevo Lourdes,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
788,10342,Centro Escolar Profesor José Luis Ernesto Sánchez,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
789,11023,Centro Escolar Francisco Gavidia,La Libertad,Colón,Básica,Matutino,Lenguaje Y Literatura
790,11028,Instituto Nacional Cantón Lourdes,La Libertad,Colón,Media,Matutino,Informática
791,11029,Centro Escolar Cantón Lourdes,La Libertad,Colón,Básica,Matutino,Matemática
792,11030,Complejo Educativo Sor Clara Quiroz,La Libertad,Colón,Básica,Vespertino,Educación Artística
793,11030,Complejo Educativo Sor Clara Quiroz,La Libertad,Colón,Básica,Vespertino,Educación Básica I y II Ciclos
794,11031,Centro Escolar Gustavo Vides Valdés,La Libertad,Colón,Básica,Matutino,Psicología
795,11031,Centro Escolar Gustavo Vides Valdés,La Libertad,Colón,Básica,Matutino,Lenguaje Y Literatura
796,11031,Centro Escolar Gustavo Vides Valdés,La Libertad,Colón,Básica,Matutino,Informática
797,11031,Centro Escolar Gustavo Vides Valdés,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
798,11032,Centro Escolar Arturo Ambrogi,La Libertad,Colón,Básica,Vespertino,Educación Básica I y II Ciclos
799,11032,Centro Escolar Arturo Ambrogi,La Libertad,Colón,Básica,Matutino,Lenguaje Y Literatura
800,11037,Centro Escolar Cantón Las Moras,La Libertad,Colón,Básica,Matutino,Educación Física Y Deportes
801,11038,Centro Escolar Cantón El Capulín,La Libertad,Colón,Básica,Matutino,Educación Artística
802,11039,Centro Escolar Colonia Las Moritas Cantón Las Moras,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
803,68015,Centro Escolar Caserío San José No. 3,La Libertad,Colón,Básica,Matutino,Ciencias Naturales
804,68015,Centro Escolar Caserío San José No. 3,La Libertad,Colón,Básica,Matutino,Estudios Sociales
805,68016,Centro Escolar Caserío Las Arboledas Cantón Lourdes,La Libertad,Colón,Básica,Matutino,Educación Física Y Deportes
806,68017,Centro Escolar Hermosa Provincia Cantón Lourdes,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
807,68017,Centro Escolar Hermosa Provincia Cantón Lourdes,La Libertad,Colón,Básica,Vespertino,Psicología
808,68018,Centro Escolar Caserío El Pital Cantón Entre Ríos,La Libertad,Colón,Básica,Matutino,Matemática
809,68018,Centro Escolar Caserío El Pital Cantón Entre Ríos,La Libertad,Colón,Básica,Matutino,Educación Básica I y II Ciclos
810,11045,Centro Escolar Cantón El Faro,La Libertad,Comasagua,Básica,Vespertino,Matemática
811,11048,Centro Escolar Caserío Santa Adelaida,La Libertad,Comasagua,Parvularia,Matutino,Educación Parvularia
812,11054,Centro Escolar Cantón La Shila,La Libertad,Comasagua,Básica,Matutino,Informática
813,11054,Centro Escolar Cantón La Shila,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
814,11054,Centro Escolar Cantón La Shila,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
815,11054,Centro Escolar Cantón La Shila,La Libertad,Comasagua,Básica,Matutino,Lenguaje Y Literatura
816,60237,Centro Escolar Bello Horizonte,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
817,60338,Centro Escolar Joseph de Raymond,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
818,68019,Complejo Educativo José Rodríguez Valle,La Libertad,Comasagua,Básica,Matutino,Matemática
819,68019,Complejo Educativo José Rodríguez Valle,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
820,68024,Centro Escolar Cantón El Peñón,La Libertad,Comasagua,Parvularia,Matutino,Educación Parvularia
821,68025,Centro Escolar Cantón El Rosario,La Libertad,Comasagua,Parvularia,Matutino,Educación Parvularia
822,68025,Centro Escolar Cantón El Rosario,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
823,68028,Centro Escolar Caserío El Sitio Cantón La Shila,La Libertad,Comasagua,Básica,Matutino,Matemática
824,68028,Centro Escolar Caserío El Sitio Cantón La Shila,La Libertad,Comasagua,Parvularia,Matutino,Educación Parvularia
825,68030,Centro Escolar Cantón San Antonio,La Libertad,Comasagua,Básica,Matutino,Lenguaje Y Literatura
826,68030,Centro Escolar Cantón San Antonio,La Libertad,Comasagua,Básica,Vespertino,Matemática
827,68030,Centro Escolar Cantón San Antonio,La Libertad,Comasagua,Básica,Matutino,Educación Básica
828,68032,Centro Escolar Caserío El Cacique Cantón El Conacaste,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
829,68032,Centro Escolar Caserío El Cacique Cantón El Conacaste,La Libertad,Comasagua,Básica,Matutino,Educación Básica I y II Ciclos
830,11059,Centro Escolar Cantón El Zonte,La Libertad,Chiltiupán,Básica,Matutino,Educación Física Y Deportes
831,11059,Centro Escolar Cantón El Zonte,La Libertad,Chiltiupán,Básica,Matutino,Matemática
832,11061,Complejo Educativo José Simeón Cañas,La Libertad,Chiltiupán,Media,Matutino,Gestión De Turismo Alternativo
833,11061,Complejo Educativo José Simeón Cañas,La Libertad,Chiltiupán,Media,Matutino,Lenguaje Y Literatura
834,11061,Complejo Educativo José Simeón Cañas,La Libertad,Chiltiupán,Media,Matutino,Informática
835,11061,Complejo Educativo José Simeón Cañas,La Libertad,Chiltiupán,Parvularia,Matutino,Educación Parvularia
836,11061,Complejo Educativo José Simeón Cañas,La Libertad,Chiltiupán,Media,Matutino,Matemática
837,68033,Centro Escolar Cantón Las Flores,La Libertad,Chiltiupán,Básica,Vespertino,Lenguaje Y Literatura
